Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description,Has_Director,Added_Year,Added_Month
S3214,Movie,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, Mc Lively",['Unknown'],2019-11-29,2018,TV-MA,118 Min,"['Comedies', 'International Movies']","Two Mooching Friends Vie For The Attention Of Wealthy, Beautiful Women Only To Discover That Their Lavish Lifestyles Are Bogus.",True,2019,November
S3215,Movie,Payday,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",['Nigeria'],2019-11-29,2018,TV-MA,110 Min,"['Comedies', 'Independent Movies', 'International Movies']","After An Expensive Night Out, Two Flatmates Get Tangled In An Overnight Misadventure To Recover Their Rent Money To Pay Their Dead Landlord'S Daughter.",True,2019,November
S3216,Movie,The Accidental Spy,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",['Nigeria'],2019-11-29,2017,TV-MA,104 Min,"['Action', 'Adventure', 'Comedies', 'International Movies']","Nursing A Broken Heart, An It Specialist Moves To London To Audition For A Reality Tv Show That Unexpectedly Turns Into A Real-Life Cartel Drama.",True,2019,November
S3217,Tv Show,The Charming Stepmom,Unknown,"Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan",['Unknown'],2019-11-29,2019,TV-14,1 Season,"['International Tv Shows', 'Romantic Tv Shows', 'Tv Comedies']","A Quirky Fashion Student Becomes The Nanny Of A Handsome Widower’S Three Kids, Experiencing A Series Of Silly Antics And Schemes.",False,2019,November
S3218,Movie,The Island,Toka Mcbaror,"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",['Nigeria'],2019-11-29,2018,TV-14,93 Min,"['Dramas', 'International Movies', 'Thrillers']","When A Colonel Uncovers Controversial Intel About The Government, He Makes A Shocking Discovery And Must Decide Whether To Reveal It Or Risk His Life.",True,2019,November
S3219,Movie,Holiday Rush,Leslie Small,"Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse",['United States'],2019-11-28,2019,TV-PG,94 Min,"['Children', 'Family Movies', 'Dramas']",A Widowed Radio Dj And His Four Spoiled Kids Need To Tighten Their Belts And Pull Together When Their Life Of Luxury Turns Lean Just Before Christmas.,True,2019,November
S3220,Tv Show,Levius,Unknown,"Nobunaga Shimazaki, Junichi Suwabe, Takahiro Sakurai, Ayane Sakura, Hochu Otsuka, Daisuke Ono, Saori Hayami, Mamoru Miyano",['Japan'],2019-11-28,2019,TV-14,1 Season,"['Anime Series', 'International Tv Shows']",Young Levius Rises Through The Ranks In The Brutal World Of Metal Boxing Under His Uncle'S Guidance. Forces Outside The Ring Have Their Eye On Him.,False,2019,November
S3221,Tv Show,Lugar De Mulher,Unknown,Unknown,['Brazil'],2019-11-28,2019,TV-MA,1 Season,"['International Tv Shows', 'Stand-Up Comedy', 'Talk Shows', 'Tv Comedies']","Four Comedians From Brazil Riff On Sexuality, Politics, Religion And Motherhood – And Set Out To Prove A Woman'S Place Is Anywhere She Wants It To Be.",False,2019,November
S3222,Tv Show,Merry Happy Whatever,Unknown,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes Macarthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",['United States'],2019-11-28,2019,TV-PG,1 Season,['Tv Comedies'],"A Struggling La Musician Tries To Win Over His New Girlfriend'S Gruff Dad And Quirky, Tight-Knit Siblings On A 10-Day Christmas Visit To Philadelphia.",False,2019,November
S3223,Tv Show,Mythomaniac,Unknown,"Marina Hands, Mathieu Demy, Marie Drion, Jérémy Gillet, Zélie Rhixon, Yves Jacques, Jean-Charles Clichet, Julia Faure, Andrea Roncato, Linh Dan Pham",['France'],2019-11-28,2019,TV-MA,1 Season,"['International Tv Shows', 'Tv Comedies', 'Tv Dramas']","Burned Out And Taken For Granted, A Working Mom Suspects Her Partner Is Cheating, So To Win Back His Attentions, She Feigns A Medical Diagnosis.",False,2019,November
S3224,Movie,Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George Mackay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov",['United States'],2019-11-27,2008,R,137 Min,"['Action', 'Adventure', 'Dramas']","In This Action-Packed Drama Based On An Extraordinary True Story, Four Brothers Protect More Than 1,000 Jewish Refugees During World War Ii.",True,2019,November
S3225,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,"Rakesh Varre, Gargeyi, Vamsi Raj Nekkanti, D P Ghani, K Prasanna",['India'],2019-11-27,2019,TV-14,134 Min,"['Comedies', 'International Movies', 'Romantic Movies']","When Caste Differences Throw A Wrench Into Their Otherwise Blossoming Relationship, A Couple Must Somehow Convince The Girl’S Father To Let Them Marry.",True,2019,November
S3226,Movie,Little Singham: Mahabali,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar",['Unknown'],2019-11-27,2019,TV-Y7,69 Min,"['Children', 'Family Movies', 'Comedies']","In A Journey Back In Time To The Ancient City Of Mirchigadh, Little Singham Vies For The Title Of Ultimate Warrior And Fights A Zombie King’S Army.",True,2019,November
S3227,Movie,The Body Remembers When The World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn","Violet Nelson, Elle-Máijá Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese","['Canada', 'Norway']",2019-11-27,2019,TV-MA,106 Min,"['Dramas', 'Independent Movies']","After A Traumatic Event, Two Indigenous Women In Vancouver Are Brought Together And Form A Deep Bond Despite Leading Different Lives.",True,2019,November
S3228,Movie,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",['United States'],2019-11-27,2019,R,209 Min,['Dramas'],Hit Man Frank Sheeran Looks Back At The Secrets He Kept As A Loyal Member Of The Bufalino Crime Family In This Acclaimed Film From Martin Scorsese.,True,2019,November
S3229,Movie,Mike Birbiglia: The New One,Seth Barrish,Mike Birbiglia,['United States'],2019-11-26,2019,TV-MA,86 Min,['Stand-Up Comedy'],Comedian Mike Birbiglia Hits Broadway With A Hilarious Yet Profound One-Man Show That Recounts His Emotional And Physical Journey To Parenthood.,True,2019,November
S3230,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt Mckillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",['United States'],2019-11-26,2019,TV-Y,24 Min,"['Children', 'Family Movies']","It'S Christmas Eve In Pitchfork Pines, And The Super Monsters Are Joining Forces To Deck The Halls, Find Santa'S Missing Reindeer And Save The Holiday!",True,2019,November
S3231,Tv Show,The Crime,Unknown,"Magdalena Boczarska, Wojciech Zieliński, Joanna Kulig, Radosław Pazura, Magdalena Zawadzka, Dorota Kolak, Zdzislaw Wardejn, Małgorzata Rożniatowska, Aleksandra Popławska, Lukasz Nowicki, Tamara Arciuch, Rafał Cieszyński, Karolina Kominek",['Poland'],2019-11-26,2015,TV-MA,2 Seasons,"['Crime Tv Shows', 'International Tv Shows', 'Tv Dramas']",The Peaceful Lives Of The Residents Inhabiting A Breathtaking Seaside Town Are Shaken Following A Series Of Macabre Crimes.,False,2019,November
S3232,Movie,True: Winter Wishes,Unknown,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek Mcgrath",['Unknown'],2019-11-26,2019,TV-Y,46 Min,"['Children', 'Family Movies']","An Ice Crystal From A Frosty Realm Is Freezing Everything In The Rainbow Kingdom, Its Citizens Too! Can True Save Winter Wishfest – And Her Friends?",False,2019,November
S3233,Tv Show,Zona Rosa,Unknown,"Manu Nna, Ana Julia Yeyé, Ray Contreras, Pablo Morán",['Mexico'],2019-11-26,2019,TV-MA,1 Season,"['International Tv Shows', 'Spanish-Language Tv Shows', 'Stand-Up Comedy', 'Talk Shows']",An Assortment Of Talent Takes The Stage For A Night Of Honest Stand-Up Featuring Four Of Mexico'S Funniest Lgbtq Comedians.,False,2019,November
S3234,Movie,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",['India'],2019-11-25,2019,TV-14,117 Min,"['Action', 'Adventure', 'Dramas', 'International Movies']","Aspiring To Fulfill His Father’S Dream And Become A Civil Services Officer, A Young Man Loses His Way Upon Becoming Entangled With A Criminal Lynchpin.",True,2019,November
S3235,Movie,What The F* Is Going On?,"Marta Jaenes, Rosa Márquez",Unknown,['Spain'],2019-11-25,2019,TV-MA,87 Min,"['Documentaries', 'International Movies']","Featuring Extensive Interviews, This Documentary Takes A Critical Look At The Gender Inequality In Spain As The Feminist Movement Aims To Shift Reality.",True,2019,November
S3236,Movie,Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt Mccallany",['United States'],2019-11-24,2017,R,121 Min,"['Dramas', 'Thrillers']","Trying To Go Straight, A Once-Successful Businessman Fresh Out Of Prison Is Forced To Orchestrate A Brazen Crime Or Risk His Family.",True,2019,November
S3237,Tv Show,Once Upon A Time In Lingjian Mountain,Unknown,"Xu Kai, Sandrine Pinna, Ryan Zhu, Gao Yuer, Cristy Guo, He Wenjun, Zheng Yawen, Li Junhao, Roger Kwok, James Wen",['China'],2019-11-23,2019,TV-14,1 Season,"['International Tv Shows', 'Tv Comedies', 'Tv Sci-Fi', 'Fantasy']","As The Nine Continents Face A Crisis, A Young Disciple Joins The Spirit Blade Sect And Comes Under The Tutelage Of A Temperamental Sage.",False,2019,November
S3238,Movie,Brother,Julien Abraham,"Mhd, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",['France'],2019-11-22,2019,TV-MA,97 Min,"['Dramas', 'Independent Movies', 'International Movies']","Thrust From A Violent Home Into A Brutal Custody Center, A Teenager Learns To Navigate A Tough New Reality And Forge Unlikely Alliances To Survive.",True,2019,November
S3239,Tv Show,Dolly Parton'S Heartstrings,Unknown,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts, Melissa Leo, Andy Mientus, Katie Stevens, Michael J. Willett, Aidan Langford, Ray Mckinnon, Delta Burke, Gerald Mcraney, Ben Lawson, Brooke Elliott, Michele Weaver, Tim Reid, Sarah Shahi, Rochelle Aytes, Jessica Collins, Tammy Lynn Michaels, Robert Taylor, Holly Taylor, Shane Paul Mcghie, Mary Lane Haskell, Camryn Manheim, Bellamy Young, Patricia Wettig, Timothy Busfield, Tom Brittney, Virginia Gardner, Colin O'Donoghue, Willa Fitzgerald, David Denman, Vanessa Rubio, Mac Davis, Kathleen Turner, Ginnifer Goodwin, Kyle Bornheimer, Tyler Crumley, Mary Donnelly Haskell, Ed Amatrudo",['United States'],2019-11-22,2019,TV-14,1 Season,['Tv Dramas'],"Eight Stories Celebrating Family, Faith, Love And Forgiveness Come To Life In This Series Inspired By Dolly Parton'S Iconic Country Music Catalog.",False,2019,November
S3240,Movie,Girls Und Panzer Der Film,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Maya Yoshioka",['Japan'],2019-11-22,2015,TV-MA,121 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']",The Girls Of Ōarai High Must Face Off Against A Formidable University Team In A Fierce Tank Battle To Once Again Avoid Closure Of Their School.,True,2019,November
S3241,Movie,Mike Birbiglia: What I Should Have Said Was Nothing: Tales From My Secret Public Journal,Unknown,Mike Birbiglia,['United States'],2019-11-22,2008,TV-MA,56 Min,['Stand-Up Comedy'],Mike Birbiglia Performs In This Live Concert Special That Features A Riotous Selection Of The Unique Insights And Observations Culled From His Diary.,False,2019,November
S3242,Tv Show,Nailed It! Holiday!,Unknown,"Nicole Byer, Jacques Torres",['United States'],2019-11-22,2019,TV-PG,2 Seasons,['Reality Tv'],"It'S The ""Nailed It!"" Holiday Special You'Ve Been Waiting For, With Missing Ingredients, Impossible Asks And Desserts That Look Delightfully Sad.",False,2019,November
S3243,Tv Show,Narcoworld: Dope Stories,Unknown,Unknown,['United States'],2019-11-22,2019,TV-MA,1 Season,"['Crime Tv Shows', 'Docuseries']","Ride Along As Police Officers And Drug Smugglers Go Toe-To-Toe, Trying To Outwit Each Other In Locales Around The World.",False,2019,November
S3244,Tv Show,Nobody'S Looking,Unknown,"Victor Lamoglia, Júlia Rabello, Kéfera Buchmann, Augusto Madeira, Danilo De Moura, Leandro Ramos, Telma Souza, Priscila Sol, Wallie Ruy, Maurício De Barros, Hermínio Ribeiro",['Brazil'],2019-11-22,2019,TV-MA,1 Season,"['International Tv Shows', 'Tv Comedies', 'Tv Dramas']","A New Guardian ""Angelus"" Uncovers A Secret Behind The Angelus System'S Bureaucracy That Leads Him To Break Its Official Rules About Protecting Humans.",False,2019,November
S3245,Movie,Shelby American,"Nate Adams, Adam Carolla",Carroll Shelby,['United States'],2019-11-22,2019,TV-MA,119 Min,"['Documentaries', 'Sports Movies']","Featuring Interviews And Vintage Footage, This Documentary Traces American Icon Carroll Shelby'S Life Of Reinvention From Farmer To Racer To Entrepreneur.",True,2019,November
S3246,Tv Show,Singapore Social,Unknown,"Nicole Ong, Mae Tan, Sukki Singapora, Vinny Sharp, Paul Foster, Tabitha Nauser","['Singapore', 'United States']",2019-11-22,2019,TV-MA,1 Season,"['International Tv Shows', 'Reality Tv']","Peer Into The Lives Of Young Singaporeans As They Defy Expectations And Traverse The Tricky Terrain Of Career, Romance And Family.",False,2019,November
S3247,Tv Show,The Dragon Prince,Unknown,"Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw","['United States', 'Canada']",2019-11-22,2019,TV-Y7,3 Seasons,"[""Kids' Tv"", 'Tv Action', 'Adventure', 'Tv Sci-Fi', 'Fantasy']",An Extraordinary Discovery Inspires Two Human Princes And An Elven Assassin To Team Up On An Epic Quest To Bring Peace To Their Warring Lands.,False,2019,November
S3248,Tv Show,Trolls: The Beat Goes On!,Unknown,"Amanda Leighton, Skylar Astin, Ron Funches, David Fynn, David Koechner, David Kaye, Sean T. Krishnan, Sam Lerner, Patrick Pinney, Kevin Michael Richardson, Kari Wahlgren, Fryda Wolff",['United States'],2019-11-22,2019,TV-Y7,8 Seasons,"[""Kids' Tv"", 'Tv Comedies']","As Queen Poppy Welcomes A New Time Of Peace In Troll Village With Parties, Sports And Holiday Celebrations, Branch Tries To Be More Fun-Loving.",False,2019,November
S3249,Movie,The Knight Before Christmas,Monika Mitchell,"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Harry Jarvis, Mimi Gianopulos, Ella Kenion, Jean-Michel Le Gal, Arnold Pinnock",['United States'],2019-11-21,2019,TV-14,93 Min,"['Children', 'Family Movies', 'Comedies', 'Romantic Movies']","Medieval Magic Sends A 14Th-Century Knight To Modern-Day Ohio, Where He Falls For A High School Science Teacher Who'S Disillusioned By Love.",True,2019,November
S3250,Tv Show,Bangkok Buddies,Unknown,"Vayu Kessuvit, Ekapol Deebunmee, Nuttapong Boonyuen, Thanadol Auepongs, Martin Sidel, Nichaphat Chatchaipholrat, Narupornkamol Chaisang, Jidapa Siribunchawan, Hortnarong Teng, Everest Moe, Le Trung Hieu",['Thailand'],2019-11-20,2019,TV-MA,1 Season,"['International Tv Shows', 'Tv Comedies', 'Tv Dramas']","Living Under The Same Roof, A Group Of Unabashed Friends Wrestle With Everyday Issues From Financial Woes And Shared Quarters To Romantic Misfires.",False,2019,November
S3251,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,Bikram Choudhury,['United States'],2019-11-20,2019,TV-MA,86 Min,['Documentaries'],This Documentary Charts The Rise And Fall Of Hot Yoga Founder Bikram Choudhury As His Global Empire Is Born And Disturbing Revelations Come To Light.,True,2019,November
S3252,Movie,Dorasaani,Kvr Mahendra,"Anand Deverakonda, Shivatmika Rajasekhar, Kannada Kishore",['India'],2019-11-20,2019,TV-14,134 Min,"['Dramas', 'International Movies', 'Romantic Movies']",A Village Landlord'S Daughter And An Educated Commoner Must Decide If Their Budding Forbidden Love Is Worth Resisting A Repressive Social Hierarchy.,True,2019,November
S3253,Tv Show,Holiday Secrets,Unknown,"Corinna Harfouch, Christiane Paul, Svenja Jung, Leonie Benesch, Anita Vulesica, Barbara Nüsse, Hans-Uwe Bauer, Lorna Zu Solms, Tilda Jenkins, Emilie Neumeister, Golo Euler, Dennis Herrmann, Maik Solbach, Merlin Rose",['Germany'],2019-11-20,2019,TV-MA,1 Season,"['International Tv Shows', 'Tv Dramas']",A Christmas Reunion Becomes A Gateway To The Past In This Three-Part Series That Explores The Intimate Complexities Of One Family'S History.,False,2019,November
S3254,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,['Mexico'],2019-11-20,2019,TV-G,28 Min,"['Documentaries', 'International Movies', 'Sports Movies']",Lorena Ramírez Of Mexico'S Rarámuri Community Lives A Pastoral Life – Except When She Straps On Her Sandals To Compete As An Ultramarathon Runner.,True,2019,November
S3255,Movie,Mallesham,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",['India'],2019-11-20,2019,TV-14,131 Min,"['Dramas', 'Independent Movies', 'International Movies']","A Self-Trained Engineer Risks Debt, Love And Reputation In His Quest To Improve The Grueling Work Conditions Of His Mother And Her Weaving Community.",True,2019,November
S3256,Tv Show,Who Killed Little Gregory?,Unknown,Unknown,['France'],2019-11-20,2019,TV-MA,1 Season,"['Crime Tv Shows', 'Docuseries', 'International Tv Shows']","When Their 4-Year-Old Son Is Murdered, A Young Couple Fights A Twisting And Arduous Battle Trying To Identify A Frustratingly Elusive Killer.",False,2019,November
S3257,Movie,Iliza Shlesinger: Unveiled,Steve Paley,Iliza Shlesinger,['United States'],2019-11-19,2019,TV-MA,78 Min,['Stand-Up Comedy'],"Here Comes The Bride, And She'S Got Plenty To Say. Newlywed Iliza Shlesinger Dissects Wedding Traditions As She Mines Her Nuptials For Laughs.",True,2019,November
S3258,Tv Show,Miss Culinary,Unknown,"Wanida Termthanaporn, Jason Young, Thanawin Teeraphosukarn, Thanabordee Jaiyen, Chonnikan Netjui, Passaranan Ussadamongkol, Janya Thanasawangkun, Jaturong Mokjok, Panadda Wongphudee️️",['Unknown'],2019-11-19,2019,TV-14,1 Season,"['International Tv Shows', 'Romantic Tv Shows', 'Tv Comedies']","After Ditching Her Domestic Life To Become A Chef, A Clueless Maid Crosses Paths With Two Charming Suitors Who Help Her Reach Her Dreams.",False,2019,November
S3259,Tv Show,Candy Online,Unknown,"Ruby Zhan, Suun Lin, Sunnie Wang, Dean Tang, Lain Lu, Cheng Ko, Jacqueline Zhu, Chen Wen-Shan, Ada Pan",['Taiwan'],2019-11-17,2019,TV-MA,1 Season,"['International Tv Shows', 'Tv Dramas', 'Teen Tv Shows']","When A Wardrobe Malfunction Goes Viral, A Bubbly Live Streamer Struggles To Navigate Her Classmates' Cruel Judgment And The Small Town She Lives In.",False,2019,November
S3260,Movie,Iron Sky: The Coming Race,Timo Vuorensola,Unknown,"['Finland', 'Germany', 'Belgium']",2019-11-16,2019,TV-MA,93 Min,"['Action', 'Adventure', 'Comedies', 'International Movies']","Decades After A Nuclear War, Survivors On The Moon Revisit Earth To Locate A Potential Power Source – And Find Shape-Shifting Reptiles Instead.",True,2019,November
S3261,Movie,Jeff Dunham: All Over The Map,Robb Dipple,Jeff Dunham,['United States'],2019-11-16,2014,TV-MA,84 Min,['Stand-Up Comedy'],"America'S Most Beloved Ventriloquist Hits The Road, Bringing Along All Of His Most Popular Pals, Including Achmed, Peanut And Walter.",True,2019,November
S3262,Movie,Suffragette,Sarah Gavron,"Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Romola Garai, Meryl Streep, Finbar Lynch, Natalie Press, Samuel West, Geoff Bell, Amanda Lawrence, Shelley Longworth","['United Kingdom', 'France']",2019-11-16,2015,PG-13,107 Min,"['Dramas', 'International Movies']","At The Beginning Of The 20Th Century, Circumstances Drive A Young, Idealistic Suffragette To Find Radical Approaches To Fighting Male Oppression.",True,2019,November
S3263,Movie,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","['United States', 'Chile']",2019-11-16,2013,R,101 Min,"['Horror Movies', 'Independent Movies']","Determined To Save An Amazon Tribe Being Squeezed By Logging, A Group Of Students Finds Nothing But Trouble When Their Plane Crashes In The Jungle.",True,2019,November
S3264,Tv Show,At The Dolphin Bay,Unknown,"Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-Shen",['Taiwan'],2019-11-15,2003,TV-14,1 Season,"['International Tv Shows', 'Romantic Tv Shows']","Encountering Each Other After A Long Separation, Two Childhood Friends From Orphanage Must Overcome Great Odds To Fulfill An Old Promise And Find Love.",False,2019,November
S3265,Movie,Earthquake Bird,Wash Westmoreland,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay","['United Kingdom', 'Japan', 'United States']",2019-11-15,2019,R,107 Min,"['Dramas', 'Romantic Movies']","In 1980S Tokyo, An Enigmatic Expat Is Suspected Of Killing Her Friend, Who'S Gone Missing In The Wake Of Their Love Triangle With A Local Photographer.",True,2019,November
S3266,Movie,El Sendero De La Anaconda,Alessandro Angulo,"Wade Davis, Martin Von Hildebrand",['Colombia'],2019-11-15,2019,TV-14,74 Min,"['Documentaries', 'International Movies']","In The Most Remote Areas Of The Amazon Jungle, A Writer And His Anthropologist Friend Meet Communities Who Have Resisted Change For Centuries.",True,2019,November
S3267,Movie,Go! The Unforgettable Party,Mauro Scandolari,"Pilar Pascual, José Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo Sánchez Lima, Daniel Rosado, Laura Azcurra, Gastón Ricaud, Florencia Benítez, Majo Cardozo",['Argentina'],2019-11-15,2019,TV-PG,60 Min,"['Children', 'Family Movies', 'Music', 'Musicals']","Mía'S Vacation With Her Dad Is Disrupted By The Surprise Arrival Of Lupe, Mercedes, Juanma And Álvaro As Their School Drama Moves Lakeside.",True,2019,November
S3268,Movie,Guna 369,Arjun Jandyala,"Adithya Menon, Kartikeya Gummakonda, Anagha Lk",['India'],2019-11-15,2019,TV-MA,143 Min,"['Action', 'Adventure', 'Dramas', 'International Movies']",A Pampered But Kind-Hearted Average Joe Ditches His Romancing And Peacekeeping Ways When He’S Framed For A Murder He Didn’T Commit.,True,2019,November
S3269,Movie,House Arrest,"Shashanka Ghosh, Samit Basu","Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",['India'],2019-11-15,2019,TV-14,105 Min,"['Comedies', 'Independent Movies', 'International Movies']",A World-Weary Man’S Self-Imposed Home Confinement Becomes A Comedy Of Errors With The Simultaneous Arrivals Of A Peculiar Package And A Curious Journalist.,True,2019,November
S3270,Tv Show,I'M With The Band: Nasty Cherry,Unknown,"Charli Xcx, Emmie Lichtenberg, Gabbriette Bechtel, Chloe Chaidez, Deborah Knox- Hewson, Georgia Somary",['United States'],2019-11-15,2019,TV-MA,1 Season,['Reality Tv'],"In An Unfiltered, Intimate Docuseries, Pop Star Mentor Charli Xcx Finds Out What It Takes To Build – And Break – A Real, Badass All-Girl Punk Band.",False,2019,November
S3271,Tv Show,Inheritors,Unknown,"Lee Min-Ho, Park Shin-Hye, Kim Woo-Bin, Krystal Jung, Kim Ji-Won, Choi Jin-Hyuk, Kang Ha-Neul, Kim Sung-Ryoung, Kim Mee-Kyeong, Yoon Jin-Seo",['South Korea'],2019-11-15,2013,TV-14,1 Season,"['International Tv Shows', 'Korean Tv Shows', 'Romantic Tv Shows']","After A Chance Encounter In La, Two Teens From Different Social Backgrounds Reunite At An Exclusive High School Attended By Korea’S Über Rich.",False,2019,November
S3272,Tv Show,K-On!,Unknown,"Aki Toyosaki, Ayana Taketatsu, Chika Fujito, Madoka Yonezawa, Minako Kotobuki, Satomi Sato, Yoko Hikasa",['Japan'],2019-11-15,2010,TV-PG,2 Seasons,"['Anime Series', 'Teen Tv Shows']","When They'Re Not Gorging Themselves On Sugary Snacks, Four Aspiring High School Musicians Crank Out Catchy Tunes As Members Of The Light Music Club.",False,2019,November
S3273,Movie,K-On! The Movie,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",['Japan'],2019-11-15,2011,TV-PG,110 Min,"['Anime Features', 'Music', 'Musicals']",The Seniors In Sakuragaoka High School'S Music Club Live Out The Graduation Trip Of Their Dreams When They Celebrate By Performing In London.,True,2019,November
S3274,Movie,Klaus,Sergio Pablos,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack","['Spain', 'United Kingdom']",2019-11-15,2019,PG,98 Min,"['Children', 'Family Movies', 'Comedies']","A Selfish Postman And A Reclusive Toymaker Form An Unlikely Friendship, Delivering Joy To A Cold, Dark Town That Desperately Needs It.",True,2019,November
S3275,Tv Show,La Robe De Mariee Des Cieux,Unknown,"Cyndi Wang, Leon Jay Williams, Chu Chung-Heng, Michael Tao, Ming Dao, Jacky Chu, Ehlo Huang, Terri Kwan",['Taiwan'],2019-11-15,2004,TV-MA,1 Season,"['International Tv Shows', 'Romantic Tv Shows']","After A Chance Encounter That Ends On Bad Terms, Two Clashing Strangers Soon Cross Paths Again As Their Fates Become Inevitably Intertwined.",False,2019,November
