Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description,Has_Director,Added_Year,Added_Month
S1,Movie,Dick Johnson Is Dead,Kirsten Johnson,Unknown,['United States'],2021-09-25,2020,PG-13,90 Min,['Documentaries'],"As Her Father Nears The End Of His Life, Filmmaker Kirsten Johnson Stages His Death In Inventive And Comical Ways To Help Them Both Face The Inevitable.",True,2021,September
S2,Tv Show,Blood & Water,Unknown,"Ama Qamata, Khosi Ngema, Gail Mabalane, Thabang Molaba, Dillon Windvogel, Natasha Thahane, Arno Greeff, Xolile Tshabalala, Getmore Sithole, Cindy Mahlangu, Ryle De Morny, Greteli Fincham, Sello Maake Ka-Ncube, Odwa Gwanya, Mekaila Mathys, Sandi Schultz, Duane Williams, Shamilla Miller, Patrick Mofokeng",['South Africa'],2021-09-24,2021,TV-MA,2 Seasons,"['International Tv Shows', 'Tv Dramas', 'Tv Mysteries']","After Crossing Paths At A Party, A Cape Town Teen Sets Out To Prove Whether A Private-School Swimming Star Is Her Sister Who Was Abducted At Birth.",False,2021,September
S3,Tv Show,Ganglands,Julien Leclercq,"Sami Bouajila, Tracy Gotoas, Samuel Jouy, Nabiha Akkari, Sofia Lesaffre, Salim Kechiouche, Noureddine Farihi, Geert Van Rampelberg, Bakary Diombera",['Unknown'],2021-09-24,2021,TV-MA,1 Season,"['Crime Tv Shows', 'International Tv Shows', 'Tv Action', 'Adventure']","To Protect His Family From A Powerful Drug Lord, Skilled Thief Mehdi And His Expert Team Of Robbers Are Pulled Into A Violent And Deadly Turf War.",True,2021,September
S4,Tv Show,Jailbirds New Orleans,Unknown,Unknown,['Unknown'],2021-09-24,2021,TV-MA,1 Season,"['Docuseries', 'Reality Tv']","Feuds, Flirtations And Toilet Talk Go Down Among The Incarcerated Women At The Orleans Justice Center In New Orleans On This Gritty Reality Series.",False,2021,September
S5,Tv Show,Kota Factory,Unknown,"Mayur More, Jitendra Kumar, Ranjan Raj, Alam Khan, Ahsaas Channa, Revathi Pillai, Urvi Singh, Arun Kumar",['India'],2021-09-24,2021,TV-MA,2 Seasons,"['International Tv Shows', 'Romantic Tv Shows', 'Tv Comedies']","In A City Of Coaching Centers Known To Train India’S Finest Collegiate Minds, An Earnest But Unexceptional Student And His Friends Navigate Campus Life.",False,2021,September
S6,Tv Show,Midnight Mass,Mike Flanagan,"Kate Siegel, Zach Gilford, Hamish Linklater, Henry Thomas, Kristin Lehman, Samantha Sloyan, Igby Rigney, Rahul Kohli, Annarah Cymone, Annabeth Gish, Alex Essoe, Rahul Abburi, Matt Biedel, Michael Trucco, Crystal Balint, Louis Oliver",['Unknown'],2021-09-24,2021,TV-MA,1 Season,"['Tv Dramas', 'Tv Horror', 'Tv Mysteries']","The Arrival Of A Charismatic Young Priest Brings Glorious Miracles, Ominous Mysteries And Renewed Religious Fervor To A Dying Town Desperate To Believe.",True,2021,September
S7,Movie,My Little Pony: A New Generation,"Robert Cullen, José Luis Ucha","Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Michael Mckean, Phil Lamarr",['Unknown'],2021-09-24,2021,PG,91 Min,"['Children', 'Family Movies']","Equestria'S Divided. But A Bright-Eyed Hero Believes Earth Ponies, Pegasi And Unicorns Should Be Pals — And, Hoof To Heart, She’S Determined To Prove It.",True,2021,September
S8,Movie,Sankofa,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley, Mutabaruka, Afemo Omilami, Reggie Carter, Mzuri","['United States', 'Ghana', 'Burkina Faso', 'United Kingdom', 'Germany', 'Ethiopia']",2021-09-24,1993,TV-MA,125 Min,"['Dramas', 'Independent Movies', 'International Movies']","On A Photo Shoot In Ghana, An American Model Slips Back In Time, Becomes Enslaved On A Plantation And Bears Witness To The Agony Of Her Ancestral Past.",True,2021,September
S9,Tv Show,The Great British Baking Show,Andy Devonshire,"Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood",['United Kingdom'],2021-09-24,2021,TV-14,9 Seasons,"['British Tv Shows', 'Reality Tv']","A Talented Batch Of Amateur Bakers Face Off In A 10-Week Competition, Whipping Up Their Best Dishes In The Hopes Of Being Named The U.K.'S Best.",True,2021,September
S10,Movie,The Starling,Theodore Melfi,"Melissa Mccarthy, Chris O'Dowd, Kevin Kline, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Kimberly Quinn, Loretta Devine, Ravi Kapoor",['United States'],2021-09-24,2021,PG-13,104 Min,"['Comedies', 'Dramas']",A Woman Adjusting To Life After A Loss Contends With A Feisty Bird That'S Taken Over Her Garden — And A Husband Who'S Struggling To Find A Way Forward.,True,2021,September
S11,Tv Show,"Vendetta: Truth, Lies And The Mafia",Unknown,Unknown,['Unknown'],2021-09-24,2021,TV-MA,1 Season,"['Crime Tv Shows', 'Docuseries', 'International Tv Shows']","Sicily Boasts A Bold ""Anti-Mafia"" Coalition. But What Happens When Those Trying To Bring Down Organized Crime Are Accused Of Being Criminals Themselves?",False,2021,September
S12,Tv Show,Bangkok Breaking,Kongkiat Komesiri,"Sukollawat Kanarot, Sushar Manaying, Pavarit Mongkolpisit, Sahajak Boonthanakit, Suthipongse Thatphithakkul, Bhasaworn Bawronkirati, Daweerit Chullasapya, Waratthaya Wongchayaporn, Kittiphoom Wongpentak, Abhicha Thanachanun, Nophand Boonyai, Kittipong Khamsat, Arisara Wongchalee, Jaytiya Naiwattanakul, Pantipa Arunwattanachai, Panupan Jantanawong, Kungtap Saelim, Phumphat Chartsuriyakiat, Issara Veranitinunt, Keerati Sivakuae, Panjai Sirisuwan, Supranee Charoenpol, Suda Chuenban, Visaka Banhansupavat, Pitchatorn Santinatornkul",['Unknown'],2021-09-23,2021,TV-MA,1 Season,"['Crime Tv Shows', 'International Tv Shows', 'Tv Action', 'Adventure']","Struggling To Earn A Living In Bangkok, A Man Joins An Emergency Rescue Service And Realizes He Must Unravel A Citywide Conspiracy.",True,2021,September
S13,Movie,Je Suis Karl,Christian Schwochow,"Luna Wedler, Jannis Niewöhner, Milan Peschel, Edin Hasanović, Anna Fialová, Marlon Boess, Victor Boccard, Fleur Geffrier, Aziz Dyab, Mélanie Fouché, Elizaveta Maximová","['Germany', 'Czech Republic']",2021-09-23,2021,TV-MA,127 Min,"['Dramas', 'International Movies']","After Most Of Her Family Is Murdered In A Terrorist Bombing, A Young Woman Is Unknowingly Lured Into Joining The Very Group That Killed Them.",True,2021,September
S14,Movie,Confessions Of An Invisible Girl,Bruno Garotti,"Klara Castanho, Lucca Picon, Júlia Gomes, Marcus Bessa, Kiria Malheiros, Fernanda Concon, Gabriel Lima, Caio Cabral, Leonardo Cidade, Jade Cardozo",['Unknown'],2021-09-22,2021,TV-PG,91 Min,"['Children', 'Family Movies', 'Comedies']","When The Clever But Socially-Awkward Tetê Joins A New School, She'Ll Do Anything To Fit In. But The Queen Bee Among Her Classmates Has Other Ideas.",True,2021,September
S15,Tv Show,Crime Stories: India Detectives,Unknown,Unknown,['Unknown'],2021-09-22,2021,TV-MA,1 Season,"['British Tv Shows', 'Crime Tv Shows', 'Docuseries']",Cameras Following Bengaluru Police On The Job Offer A Rare Glimpse Into The Complex And Challenging Inner Workings Of Four Major Crime Investigations.,False,2021,September
S16,Tv Show,Dear White People,Unknown,"Logan Browning, Brandon P. Bell, Deron Horton, Antoinette Robertson, John Patrick Amedori, Ashley Blaine Featherson, Marque Richardson, Giancarlo Esposito",['United States'],2021-09-22,2021,TV-MA,4 Seasons,"['Tv Comedies', 'Tv Dramas']","Students Of Color Navigate The Daily Slights And Slippery Politics Of Life At An Ivy League College That'S Not Nearly As ""Post-Racial"" As It Thinks.",False,2021,September
S17,Movie,Europe'S Most Dangerous Man: Otto Skorzeny In Spain,"Pedro De Echave García, Pablo Azorín Williams",Unknown,['Unknown'],2021-09-22,2020,TV-MA,67 Min,"['Documentaries', 'International Movies']","Declassified Documents Reveal The Post-Wwii Life Of Otto Skorzeny, A Close Hitler Ally Who Escaped To Spain And Became An Adviser To World Presidents.",True,2021,September
S18,Tv Show,Falsa Identidad,Unknown,"Luis Ernesto Franco, Camila Sodi, Sergio Goyri, Samadhi Zendejas, Eduardo Yáñez, Sonya Smith, Alejandro Camacho, Azela Robinson, Uriel Del Toro, Géraldine Bazán, Gabriela Roel, Marcus Ornellas",['Mexico'],2021-09-22,2020,TV-MA,2 Seasons,"['Crime Tv Shows', 'Spanish-Language Tv Shows', 'Tv Dramas']",Strangers Diego And Isabel Flee Their Home In Mexico And Pretend To Be A Married Couple To Escape His Drug-Dealing Enemies And Her Abusive Husband.,False,2021,September
S19,Movie,Intrusion,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly, Sarah Minnich, Hayes Hargrove, Mark Sivertsen, Brandon Fierro, Antonio Valles, Clint Obenchain",['Unknown'],2021-09-22,2021,TV-14,94 Min,['Thrillers'],"After A Deadly Home Invasion At A Couple’S New Dream House, The Traumatized Wife Searches For Answers — And Learns The Real Danger Is Just Beginning.",True,2021,September
S20,Tv Show,Jaguar,Unknown,"Blanca Suárez, Iván Marcos, Óscar Casas, Adrián Lastra, Francesc Garrido, Stefan Weinert, Julia Möller, Alicia Chojnowski",['Unknown'],2021-09-22,2021,TV-MA,1 Season,"['International Tv Shows', 'Spanish-Language Tv Shows', 'Tv Action', 'Adventure']","In The 1960S, A Holocaust Survivor Joins A Group Of Self-Trained Spies Who Seek Justice Against Nazis Fleeing To Spain To Hide After Wwii.",False,2021,September
S21,Tv Show,Monsters Inside: The 24 Faces Of Billy Milligan,Olivier Megaton,Unknown,['Unknown'],2021-09-22,2021,TV-14,1 Season,"['Crime Tv Shows', 'Docuseries', 'International Tv Shows']","In The Late 1970S, An Accused Serial Rapist Claims Multiple Personalities Control His Behavior, Setting Off A Legal Odyssey That Captivates America.",True,2021,September
S22,Tv Show,Resurrection: Ertugrul,Unknown,"Engin Altan Düzyatan, Serdar Gökhan, Hülya Darcan, Kaan Taşaner, Esra Bilgiç, Osman Soykut, Serdar Deniz, Cengiz Coşkun, Reshad Strik, Hande Subaşı",['Turkey'],2021-09-22,2018,TV-14,5 Seasons,"['International Tv Shows', 'Tv Action', 'Adventure', 'Tv Dramas']","When A Good Deed Unwittingly Endangers His Clan, A 13Th-Century Turkish Warrior Agrees To Fight A Sultan'S Enemies In Exchange For New Tribal Land.",False,2021,September
S23,Movie,Avvai Shanmughi,K.S. Ravikumar,"Kamal Hassan, Meena, Gemini Ganesan, Heera Rajgopal, Nassar, S.P. Balasubrahmanyam",['Unknown'],2021-09-21,1996,TV-PG,161 Min,"['Comedies', 'International Movies']","Newly Divorced And Denied Visitation Rights With His Daughter, A Doting Father Disguises Himself As A Gray-Haired Nanny In Order To Spend Time With Her.",True,2021,September
S24,Movie,Go! Go! Cory Carson: Chrissy Takes The Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, Ac Lim",['Unknown'],2021-09-21,2021,TV-Y,61 Min,"['Children', 'Family Movies']","From Arcade Games To Sled Days And Hiccup Cures, Cory Carson’S Curious Little Sister Chrissy Speeds Off On Her Own For Fun And Adventure All Over Town!",True,2021,September
S25,Movie,Jeans,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Sri Lakshmi, Nassar",['India'],2021-09-21,1998,TV-14,166 Min,"['Comedies', 'International Movies', 'Romantic Movies']","When The Father Of The Man She Loves Insists That His Twin Sons Marry Twin Sisters, A Woman Creates An Alter Ego That Might Be A Bit Too Convincing.",True,2021,September
S26,Tv Show,Love On The Spectrum,Unknown,Brooke Satchwell,['Australia'],2021-09-21,2021,TV-14,2 Seasons,"['Docuseries', 'International Tv Shows', 'Reality Tv']","Finding Love Can Be Hard For Anyone. For Young Adults On The Autism Spectrum, Exploring The Unpredictable World Of Dating Is Even More Complicated.",False,2021,September
S27,Movie,Minsara Kanavu,Rajiv Menon,"Arvind Swamy, Kajol, Prabhu Deva, Nassar, S.P. Balasubrahmanyam, Girish Karnad",['Unknown'],2021-09-21,1997,TV-PG,147 Min,"['Comedies', 'International Movies', 'Music', 'Musicals']",A Tangled Love Triangle Ensues When A Man Falls For A Woman Studying To Become A Nun — And She Falls For The Friend He Enlists To Help Him Pursue Her.,True,2021,September
S28,Movie,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",['United States'],2021-09-20,2010,PG-13,103 Min,['Comedies'],"Mourning The Loss Of Their Beloved Junior High Basketball Coach, Five Middle-Aged Pals Reunite At A Lake House And Rediscover The Joys Of Being A Kid.",True,2021,September
S29,Movie,Dark Skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",['United States'],2021-09-19,2013,PG-13,97 Min,"['Horror Movies', 'Sci-Fi', 'Fantasy']","A Family’S Idyllic Suburban Life Shatters When An Alien Force Invades Their Home, And As They Struggle To Convince Others Of The Deadly Threat.",True,2021,September
S30,Movie,Paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian Mcmahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","['United States', 'India', 'France']",2021-09-19,2013,PG-13,106 Min,['Thrillers'],"Blackmailed By His Company'S Ceo, A Low-Level Employee Finds Himself Forced To Spy On The Boss'S Rival And Former Mentor.",True,2021,September
S31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",['Unknown'],2021-09-17,2021,TV-14,111 Min,"['Dramas', 'Independent Movies', 'International Movies']","As Big City Life Buzzes Around Them, Lonely Souls Discover Surprising Sources Of Connection And Companionship In Three Tales Of Love, Loss And Longing.",True,2021,September
S32,Tv Show,Chicago Party Aunt,Unknown,"Lauren Ash, Rory O'Malley, Rupaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",['Unknown'],2021-09-17,2021,TV-MA,1 Season,['Tv Comedies'],Chicago Party Aunt Diane Is An Idolized Troublemaker With A Talent For Avoiding Adulthood — And A Soft Spot For Her Soul-Searching Nephew.,False,2021,September
S33,Tv Show,Sex Education,Unknown,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",['United Kingdom'],2021-09-17,2020,TV-MA,3 Seasons,"['British Tv Shows', 'International Tv Shows', 'Tv Comedies']","Insecure Otis Has All The Answers When It Comes To Sex Advice, Thanks To His Therapist Mom. So Rebel Maeve Proposes A School Sex-Therapy Clinic.",False,2021,September
S34,Tv Show,Squid Game,Unknown,"Lee Jung-Jae, Park Hae-Soo, Wi Ha-Jun, Oh Young-Soo, Jung Ho-Yeon, Heo Sung-Tae, Kim Joo-Ryoung, Tripathi Anupam, You Seong-Joo, Lee You-Mi",['Unknown'],2021-09-17,2021,TV-MA,1 Season,"['International Tv Shows', 'Tv Dramas', 'Tv Thrillers']","Hundreds Of Cash-Strapped Players Accept A Strange Invitation To Compete In Children'S Games. Inside, A Tempting Prize Awaits — With Deadly High Stakes.",False,2021,September
S35,Tv Show,Tayo And Little Wizards,Unknown,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",['Unknown'],2021-09-17,2020,TV-Y7,1 Season,"[""Kids' Tv""]",Tayo Speeds Into An Adventure When His Friends Get Kidnapped By Evil Magicians Invading Their City In Search Of A Magical Gemstone.,False,2021,September
S36,Movie,The Father Who Moves Mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",['Unknown'],2021-09-17,2021,TV-MA,110 Min,"['Dramas', 'International Movies', 'Thrillers']","When His Son Goes Missing During A Snowy Hike In The Mountains, A Retired Intelligence Officer Will Stop At Nothing — And Risk Everything — To Find Him.",True,2021,September
S37,Movie,The Stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",['Unknown'],2021-09-17,2021,TV-MA,105 Min,"['Action', 'Adventure', 'Dramas', 'International Movies']","Tired Of The Small-Time Grind, Three Marseille Cops Get A Chance To Bust A Major Drug Network. But Lines Blur When A Key Informant Makes A Big Ask.",True,2021,September
S38,Tv Show,Angry Birds,Unknown,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",['Finland'],2021-09-16,2018,TV-Y7,1 Season,"[""Kids' Tv"", 'Tv Comedies']","Birds Red, Chuck And Their Feathered Friends Have Lots Of Adventures While Guarding Eggs In Their Nest That Pesky Pigs Keep Trying To Steal.",False,2021,September
S39,Movie,Birth Of The Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","['China', 'Canada', 'United States']",2021-09-16,2017,PG-13,96 Min,"['Action', 'Adventure', 'Dramas']","A Young Bruce Lee Angers Kung Fu Traditionalists By Teaching Outsiders, Leading To A Showdown With A Shaolin Master In This Film Based On Real Events.",True,2021,September
S40,Tv Show,Chhota Bheem,Unknown,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",['India'],2021-09-16,2021,TV-Y7,3 Seasons,"[""Kids' Tv""]","A Brave, Energetic Little Boy With Superhuman Powers Leads His Friends On Exciting Adventures To Guard Their Fellow Dholakpur Villagers From Evil.",False,2021,September
S41,Tv Show,He-Man And The Masters Of The Universe,Unknown,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",['United States'],2021-09-16,2021,TV-Y7,1 Season,"[""Kids' Tv"", 'Tv Sci-Fi', 'Fantasy']",Mighty Teen Adam And His Heroic Squad Of Misfits Discover The Legendary Power Of Grayskull — And Their Destiny To Defend Eternia From Sinister Skeletor.,False,2021,September
S42,Movie,Jaws,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman",['United States'],2021-09-16,1975,PG,124 Min,"['Action', 'Adventure', 'Classic Movies', 'Dramas']","When An Insatiable Great White Shark Terrorizes Amity Island, A Police Chief, An Oceanographer And A Grizzled Shark Hunter Seek To Destroy The Beast.",True,2021,September
S43,Movie,Jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",['United States'],2021-09-16,1978,PG,116 Min,"['Dramas', 'Horror Movies', 'Thrillers']","Four Years After The Last Deadly Shark Attacks, Police Chief Martin Brody Fights To Protect Amity Island From Another Killer Great White.",True,2021,September
S44,Movie,Jaws 3,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon Maccorkindale, Louis Gossett Jr., John Putch, Lea Thompson, P.H. Moriarty, Dan Blasko, Liz Morris, Lisa Maurer",['United States'],2021-09-16,1983,PG,98 Min,"['Action', 'Adventure', 'Horror Movies', 'Thrillers']","After The Staff Of A Marine Theme Park Try To Capture A Young Great White Shark, They Discover Its Mother Has Invaded The Enclosure And Is Out For Blood.",True,2021,September
S45,Movie,Jaws: The Revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",['United States'],2021-09-16,1987,PG-13,91 Min,"['Action', 'Adventure', 'Horror Movies', 'Thrillers']","After Another Deadly Shark Attack, Ellen Brody Has Had Enough Of Amity Island And Moves To The Caribbean – But A Great White Shark Follows Her There.",True,2021,September
S46,Movie,My Heroes Were Cowboys,Tyler Greco,Unknown,['Unknown'],2021-09-16,2021,PG,23 Min,['Documentaries'],"Robin Wiltshire'S Painful Childhood Was Rescued By Westerns. Now He Lives On The Frontier Of His Dreams, Training The Horses He Loves For The Big Screen.",True,2021,September
S47,Movie,Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","['South Africa', 'United States', 'Japan']",2021-09-16,2012,R,115 Min,"['Action', 'Adventure']",Young Cia Operative Matt Weston Must Get A Dangerous Criminal Out Of An Agency Safe House That'S Come Under Attack And Get Him To A Securer Location.,True,2021,September
S48,Tv Show,The Smart Money Woman,Bunmi Ajakaiye,"Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha Dike, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson",['Unknown'],2021-09-16,2020,TV-MA,1 Season,"['International Tv Shows', 'Romantic Tv Shows', 'Tv Comedies']","Five Glamorous Millennials Strive For Success As They Juggle Careers, Finances, Love And Friendships. Based On Arese Ugwu'S 2016 Best-Selling Novel.",True,2021,September
S49,Movie,Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",['United States'],2021-09-16,2001,R,122 Min,"['Dramas', 'Thrillers']",A Rookie Cop With One Day To Prove Himself To A Veteran Lapd Narcotics Officer Receives A Crash Course In His Mentor'S Questionable Brand Of Justice.,True,2021,September
S50,Tv Show,Castle And Castle,Unknown,"Richard Mofe-Damijo, Dakore Akande, Bimbo Manuel, Blossom Chukwujekwu, Deyemi Okanlawon, Etim Effiong, Denola Grey, Duke Akintola, Eku Edewor, Ade Laoye, Anee Icha, Kevin Ushi, Jude Chukwuka, Amanda Afolabi",['Nigeria'],2021-09-15,2021,TV-MA,2 Seasons,"['International Tv Shows', 'Tv Dramas']","A Pair Of High-Powered, Successful Lawyers Find Themselves Defending Opposite Interests Of The Justice System, Causing A Strain On Their Happy Marriage.",False,2021,September
S51,Tv Show,Dharmakshetra,Unknown,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya Dharmchand Kumar, Amit Behl, Maleeka Ghai",['India'],2021-09-15,2014,TV-PG,1 Season,"['International Tv Shows', 'Tv Dramas', 'Tv Sci-Fi', 'Fantasy']","After The Ancient Great War, The God Chitragupta Oversees A Trial To Determine Who Were The Battle'S True Heroes And Villains.",False,2021,September
S52,Movie,Inuyasha The Movie 2: The Castle Beyond The Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Mieko Harada, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Izumi Ogami",['Japan'],2021-09-15,2002,TV-14,99 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","With Their Biggest Foe Seemingly Defeated, Inuyasha And His Friends Return To Everyday Life. But The Peace Is Soon Shattered By An Emerging New Enemy.",True,2021,September
S53,Movie,Inuyasha The Movie 3: Swords Of An Honorable Ruler,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",['Japan'],2021-09-15,2003,TV-14,99 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']",The Great Dog Demon Beaqueathed One Of The Three Swords Of The Fang To Each Of His Two Sons. Now The Evil Power Of The Third Sword Has Been Awakened.,True,2021,September
S54,Movie,Inuyasha The Movie 4: Fire On The Mystic Island,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna",['Japan'],2021-09-15,2004,TV-PG,88 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","Ai, A Young Half-Demon Who Has Escaped From Horai Island To Try To Help Her People, Returns With Potential Saviors Inuyasha, Sesshomaru And Kikyo.",True,2021,September
S55,Movie,Inuyasha The Movie: Affections Touching Across Time,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Kenichi Ogata, Noriko Hidaka, Hisako Kyoda, Ken Narita, Tomokazu Seki",['Japan'],2021-09-15,2001,TV-PG,100 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","A Powerful Demon Has Been Sealed Away For 200 Years. But When The Demon'S Son Is Awakened, The Fate Of The World Is In Jeopardy.",True,2021,September
S56,Tv Show,Nailed It,Unknown,"Nicole Byer, Jacques Torres",['United States'],2021-09-15,2021,TV-PG,6 Seasons,['Reality Tv'],"Home Bakers With A Terrible Track Record Take A Crack At Re-Creating Edible Masterpieces For A $10,000 Prize. It'S Part Reality Contest, Part Hot Mess.",False,2021,September
S57,Movie,Naruto Shippuden The Movie: Blood Prison,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",['Japan'],2021-09-15,2011,TV-14,102 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","Mistakenly Accused Of An Attack On The Fourth Raikage, Ninja Naruto Is Imprisoned In The Impenetrable Hozuki Castle And His Powers Are Sealed.",True,2021,September
S58,Movie,Naruto Shippûden The Movie: Bonds,Hajime Kamegaki,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Unsho Ishizuka, Motoko Kumai, Kazuhiko Inoue, Rikiya Koyama, Showtaro Morikubo, Nana Mizuki, Satoshi Hino, Shinji Kawada",['Japan'],2021-09-15,2008,TV-PG,93 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","When Strange Ninjas Ambush The Village Of Konohagakure, It'S Up To Adolescent Ninja Naruto And His Long-Missing Pal, Sasuke, To Save The Planet.",True,2021,September
S59,Movie,Naruto Shippûden The Movie: The Will Of Fire,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Showtaro Morikubo, Kentaro Ito, Ryoka Yuzuki, Kohsuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",['Japan'],2021-09-15,2009,TV-PG,96 Min,"['Action', 'Adventure', 'Anime Features', 'International Movies']","When Four Out Of Five Ninja Villages Are Destroyed, The Leader Of The One Spared Tries To Find The True Culprit And Protect His Land.",True,2021,September
